pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,molecule_name,molecule_synonym,molecule_type,entity_id,modified_residue_flag,mutation_type,uniprot_accession,uniprot_id,gene_name,interacting_molecules,interacting_ligands,compound_id,compound_name,compound_systematic_name,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues
3vb5,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,C4Z inhibitor,"EDO : 1\,2-ETHANEDIOL","EDO,PHQ,0JU","EDO : 1\,2-ETHANEDIOL,PHQ : benzyl chlorocarbonate,0JU : (4S\,5Z)-4-amino-5-iminopentanamide","EDO : ethane-1\,2-diol,0JU : (4S\,5Z)-4-amino-5-iminopentanamide,PHQ : benzyl carbonochloridate,0JU : (4S)-4-azanyl-5-azanylidene-pentanamide,PHQ : phenylmethyl carbonochloridate",33876.637,4,622,2,1,4,306
3vb6,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,C6Z inhibitor,"EDO : 1\,2-ETHANEDIOL","EDO,PHQ,0JU","EDO : 1\,2-ETHANEDIOL,PHQ : benzyl chlorocarbonate,0JU : (4S\,5Z)-4-amino-5-iminopentanamide","EDO : ethane-1\,2-diol,0JU : (4S\,5Z)-4-amino-5-iminopentanamide,PHQ : benzyl carbonochloridate,0JU : (4S)-4-azanyl-5-azanylidene-pentanamide,PHQ : phenylmethyl carbonochloridate",33876.637,4,626,2,1,4,306
3vb7,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,M4Z inhibitor,"GOL : GLYCEROL,EDO : 1\,2-ETHANEDIOL","EDO,02J,0JU,GOL","EDO : 1\,2-ETHANEDIOL,02J : 5-methyl-1\,2-oxazole-3-carboxylic acid,0JU : (4S\,5Z)-4-amino-5-iminopentanamide,GOL : GLYCEROL","EDO : ethane-1\,2-diol,02J : 5-methyl-1\,2-oxazole-3-carboxylic acid,0JU : (4S\,5Z)-4-amino-5-iminopentanamide,0JU : (4S)-4-azanyl-5-azanylidene-pentanamide,GOL : propane-1\,2\,3-triol",33876.637,4,622,2,2,4,306
4hi3,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Initiating methionine,Engineered mutation",P0C6U8,R1A_CVHSA,1a,,,,,,34992.855,2,630,1,0,2,301
4mds,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Expression tag,P0C6U8,R1A_CVHSA,1a,,"23H : N-[4-(acetylamino)phenyl]-2-(1H-benzotriazol-1-yl)-N-[(1R)-2-[(2-methylbutan-2-yl)amino]-1-(1-methyl-1H-pyrrol-2-yl)-2-oxoethyl]acetamide,DMS : DIMETHYL SULFOXIDE","23H,DMS","23H : N-[4-(acetylamino)phenyl]-2-(1H-benzotriazol-1-yl)-N-[(1R)-2-[(2-methylbutan-2-yl)amino]-1-(1-methyl-1H-pyrrol-2-yl)-2-oxoethyl]acetamide,DMS : DIMETHYL SULFOXIDE","DMS : methylsulfinylmethane,23H : (2R)-2-[(4-acetamidophenyl)-[2-(benzotriazol-1-yl)ethanoyl]amino]-N-(2-methylbutan-2-yl)-2-(1-methylpyrrol-2-yl)ethanamide,DMS : dimethyl sulfoxide,23H : N-[4-(acetylamino)phenyl]-2-(1H-benzotriazol-1-yl)-N-[(1R)-2-[(2-methylbutan-2-yl)amino]-1-(1-methyl-1H-pyrrol-2-yl)-2-oxoethyl]acetamide",33472.184,1,303,1,2,1,303
4tww,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,See remark 999,P0C6U8,R1A_CVHSA,1a,,"3A7 : (2S)-2-({[(3S\,4aR\,8aS)-2-(4-bromobenzoyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal",3A7,"3A7 : (2S)-2-({[(3S\,4aR\,8aS)-2-(4-bromobenzoyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal","3A7 : (2S)-2-[[(3S\,4aR\,8aS)-2-(4-bromophenyl)carbonyl-3\,4\,4a\,5\,6\,7\,8\,8a-octahydro-1H-isoquinolin-3-yl]methylamino]-3-(1H-imidazol-5-yl)propanal,3A7 : (2S)-2-({[(3S\,4aR\,8aS)-2-(4-bromobenzoyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal",33832.6,2,612,1,1,2,306
4twy,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,See sequence details,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"3BL : (2S)-2-({[(3S\,4aR\,8aS)-2-(biphenyl-4-ylcarbonyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal",3BL,"3BL : (2S)-2-({[(3S\,4aR\,8aS)-2-(biphenyl-4-ylcarbonyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal","3BL : (2S)-2-({[(3S\,4aR\,8aS)-2-(biphenyl-4-ylcarbonyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal,3BL : (2S)-2-[[(3S\,4aR\,8aS)-2-(4-phenylphenyl)carbonyl-3\,4\,4a\,5\,6\,7\,8\,8a-octahydro-1H-isoquinolin-3-yl]methylamino]-3-(1H-imidazol-5-yl)propanal",33832.6,1,306,1,1,1,306
4wy3,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"3X5 : (2S)-2-({[(3R\,4aS\,8aR)-2-(biphenyl-4-ylcarbonyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal",3X5,"3X5 : (2S)-2-({[(3R\,4aS\,8aR)-2-(biphenyl-4-ylcarbonyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal","3X5 : (2S)-2-({[(3R\,4aS\,8aR)-2-(biphenyl-4-ylcarbonyl)decahydroisoquinolin-3-yl]methyl}amino)-3-(1H-imidazol-5-yl)propanal,3X5 : (2S)-2-[[(3R\,4aS\,8aR)-2-(4-phenylphenyl)carbonyl-3\,4\,4a\,5\,6\,7\,8\,8a-octahydro-1H-isoquinolin-3-yl]methylamino]-3-(1H-imidazol-5-yl)propanal",33832.6,1,306,1,1,1,306
5b6o,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,,,,,34935.953,2,632,1,0,2,310
5c5n,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"SLH : (2S)-3-(1H-imidazol-5-yl)-2-({[(3R\,4aS\,8aR)-2-(N-phenyl-beta-alanyl)decahydroisoquinolin-3-yl]methyl}amino)propanal",SLH,"SLH : (2S)-3-(1H-imidazol-5-yl)-2-({[(3R\,4aS\,8aR)-2-(N-phenyl-beta-alanyl)decahydroisoquinolin-3-yl]methyl}amino)propanal","SLH : (2S)-2-[[(3R\,4aS\,8aR)-2-(3-phenylazanylpropanoyl)-3\,4\,4a\,5\,6\,7\,8\,8a-octahydro-1H-isoquinolin-3-yl]methylamino]-3-(1H-imidazol-5-yl)propanal,SLH : (2S)-3-(1H-imidazol-5-yl)-2-({[(3R\,4aS\,8aR)-2-(N-phenyl-beta-alanyl)decahydroisoquinolin-3-yl]methyl}amino)propanal",33832.6,1,306,1,1,1,306
5c5o,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"SDJ : (2S)-3-(1H-imidazol-5-yl)-2-({[(3S\,4aR\,8aS)-2-(N-phenyl-beta-alanyl)decahydroisoquinolin-3-yl]methyl}amino)propanal",SDJ,"SDJ : (2S)-3-(1H-imidazol-5-yl)-2-({[(3S\,4aR\,8aS)-2-(N-phenyl-beta-alanyl)decahydroisoquinolin-3-yl]methyl}amino)propanal","SDJ : (2S)-3-(1H-imidazol-5-yl)-2-({[(3S\,4aR\,8aS)-2-(N-phenyl-beta-alanyl)decahydroisoquinolin-3-yl]methyl}amino)propanal,SDJ : (2S)-2-[[(3S\,4aR\,8aS)-2-(3-phenylazanylpropanoyl)-3\,4\,4a\,5\,6\,7\,8\,8a-octahydro-1H-isoquinolin-3-yl]methylamino]-3-(1H-imidazol-5-yl)propanal",33832.6,2,612,1,1,2,300
5n19,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"D03 : (S)-N-benzyl-3-((S)-2-cinnamamido-3-phenylpropanamido)-2-oxo-4-((S)-2-oxopyrrolidin-3-yl)butanamide,DMS : DIMETHYL SULFOXIDE","D03,DMS","D03 : (S)-N-benzyl-3-((S)-2-cinnamamido-3-phenylpropanamido)-2-oxo-4-((S)-2-oxopyrrolidin-3-yl)butanamide,DMS : DIMETHYL SULFOXIDE","D03 : (2~{S}\,3~{S})-2-oxidanyl-4-[(3~{S})-2-oxidanylidenepyrrolidin-3-yl]-~{N}-(phenylmethyl)-3-[[(2~{S})-3-phenyl-2-[[(~{E})-3-phenylprop-2-enoyl]amino]propanoyl]amino]butanamide,DMS : methylsulfinylmethane,DMS : dimethyl sulfoxide",33876.637,1,306,1,2,1,306
5n5o,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"8O5 : (2~{R}\,3~{S})-3-[[(2~{S})-3-cyclopropyl-2-[[(~{E})-3-phenylprop-2-enoyl]amino]propanoyl]amino]-2-oxidanyl-4-[(3~{S})-2-oxidanylidenepyrrolidin-3-yl]-~{N}-(phenylmethyl)butanamide",8O5,"8O5 : (2~{R}\,3~{S})-3-[[(2~{S})-3-cyclopropyl-2-[[(~{E})-3-phenylprop-2-enoyl]amino]propanoyl]amino]-2-oxidanyl-4-[(3~{S})-2-oxidanylidenepyrrolidin-3-yl]-~{N}-(phenylmethyl)butanamide","8O5 : (2~{R}\,3~{S})-3-[[(2~{S})-3-cyclopropyl-2-[[(~{E})-3-phenylprop-2-enoyl]amino]propanoyl]amino]-2-oxidanyl-4-[(3~{S})-2-oxidanylidenepyrrolidin-3-yl]-~{N}-(phenylmethyl)butanamide",33876.637,1,306,1,1,1,306
